id,name,description,cve,processed
CAPEC-208,Removing/short-circuiting 'Purse' logic: removing/mutating 'cash' decrements,attacker remove modify logic client associate monetary calculation result incorrect information send server server rely client correctly compute monetary information example server supply price item rely client correctly compute total cost purchase give number item user buy attacker remove modify logic control calculation return incorrect value server attacker use purchase fraction legitimate cost avoid correct billing activity,[],attacker remove modify logic client associate monetary calculation result incorrect information send server server rely client correctly compute monetary information example server supply price item rely client correctly compute total cost purchase give number item user buy attacker remove modify logic control calculation return incorrect value server attacker use purchase fraction legitimate cost avoid correct billing activity
CAPEC-209,XSS Using MIME Type Mismatch,adversary create file script content specify mime type file scripting expect adversary trick victim access url respond script file browser detect specify mime type file match actual type content automatically switch interpreter real content type browser invoke script filter adversary script run target unsanitized possibly reveal victim cookie execute arbitrary script browser,[],adversary create file script content specify mime type file scripting expect adversary trick victim access url respond script file browser detect specify mime type file match actual type content automatically switch interpreter real content type browser invoke script filter adversary script run target unsanitized possibly reveal victim cookie execute arbitrary script browser
CAPEC-21,Exploitation of Trusted Identifiers,adversary guess obtain ride trust identifier session id resource id cookie etc perform authorized action guise authenticated user service,[],adversary guess obtain ride trust identifier session id resource id cookie etc perform authorized action guise authenticated user service
CAPEC-212,Functionality Misuse,adversary leverage legitimate capability application way achieve negative technical impact system functionality alter modify way intend accomplish overuse specific functionality leverage functionality design flaw enable adversary gain access unauthorized sensitive datum,[],adversary leverage legitimate capability application way achieve negative technical impact system functionality alter modify way intend accomplish overuse specific functionality leverage functionality design flaw enable adversary gain access unauthorized sensitive datum
CAPEC-215,Fuzzing for application mapping,attacker send random malformed unexpected message target application observe application log error message return attacker initially know target respond individual message attempt large number message variant find variant trigger desire behavior attack purpose fuzzing observe application log error message fuzze target cause target enter unstable state cause crash,[],attacker send random malformed unexpected message target application observe application log error message return attacker initially know target respond individual message attempt large number message variant find variant trigger desire behavior attack purpose fuzzing observe application log error message fuzze target cause target enter unstable state cause crash
CAPEC-216,Communication Channel Manipulation,adversary manipulate setting parameter communication channel order compromise security result information exposure insertion removal information communication stream potentially system compromise,[],adversary manipulate setting parameter communication channel order compromise security result information exposure insertion removal information communication stream potentially system compromise
CAPEC-217,Exploiting Incorrectly Configured SSL/TLS,adversary take advantage incorrectly configure ssl tls communication enable access datum intend encrypt adversary use type attack inject command traffic encrypt stream cause compromise client server,[],adversary take advantage incorrectly configure ssl tls communication enable access datum intend encrypt adversary use type attack inject command traffic encrypt stream cause compromise client server
CAPEC-218,Spoofing of UDDI/ebXML Messages,attacker spoof uddi ebxml similar message order impersonate service provider e business transaction uddi ebxml similar standard identify business e business transaction thing identify particular participant wsdl information soap transaction support communication protocol include security protocol spoof message attacker impersonate legitimate business transaction manipulate protocol client business result disclosure sensitive information loss message integrity financial fraud,[],attacker spoof uddi ebxml similar message order impersonate service provider e business transaction uddi ebxml similar standard identify business e business transaction thing identify particular participant wsdl information soap transaction support communication protocol include security protocol spoof message attacker impersonate legitimate business transaction manipulate protocol client business result disclosure sensitive information loss message integrity financial fraud
CAPEC-219,XML Routing Detour Attacks,attacker subvert intermediate system process xml content force intermediate modify route processing content xml routing detour attack adversary middle type attack attacker compromise insert intermediate system processing xml message example ws routing specify series node intermediary content pass intermediate node route compromise attacker routing detour attack compromised system attacker able route xml process node choice modify response normal chain processing unaware interception system forward message outside entity hide forwarding processing legitimate processing system alter header information,[],attacker subvert intermediate system process xml content force intermediate modify route processing content xml routing detour attack adversary middle type attack attacker compromise insert intermediate system processing xml message example ws routing specify series node intermediary content pass intermediate node route compromise attacker routing detour attack compromised system attacker able route xml process node choice modify response normal chain processing unaware interception system forward message outside entity hide forwarding processing legitimate processing system alter header information
CAPEC-22,Exploiting Trust in Client,attack type exploit vulnerability client server communication channel authentication data integrity leverage implicit trust server place client importantly server believe client attacker execute type attack communicate directly server server believe communicate valid client numerous variation type attack,[],attack type exploit vulnerability client server communication channel authentication data integrity leverage implicit trust server place client importantly server believe client attacker execute type attack communicate directly server server believe communicate valid client numerous variation type attack
CAPEC-220,Client-Server Protocol Manipulation,adversary take advantage weakness protocol client server communicate perform unexpected action communication protocol necessary transfer message client server application different protocol different type interaction,[],adversary take advantage weakness protocol client server communicate perform unexpected action communication protocol necessary transfer message client server application different protocol different type interaction
CAPEC-221,Data Serialization External Entities Blowup,attack take advantage entity replacement property certain datum serialization language xml yaml etc value replacement uri craft file entity refer uri consume large resource create denial service condition cause system freeze crash execute arbitrary code depend uri,[],attack take advantage entity replacement property certain datum serialization language xml yaml etc value replacement uri craft file entity refer uri consume large resource create denial service condition cause system freeze crash execute arbitrary code depend uri
CAPEC-222,iFrame Overlay,iframe overlay attack victim trick unknowingly initiate action system interact ui seemingly completely different system log target system victim visit attacker malicious site display ui victim wish interact reality iframe overlay page transparent layer visible ui action control attacker wish victim execute victim click button ui element page actually trigger action control transparent overlay layer depend action control attacker trick victim execute potentially privileged undesired functionality target system victim authenticate basic problem dichotomy victim think click versus actually click,[],iframe overlay attack victim trick unknowingly initiate action system interact ui seemingly completely different system log target system victim visit attacker malicious site display ui victim wish interact reality iframe overlay page transparent layer visible ui action control attacker wish victim execute victim click button ui element page actually trigger action control transparent overlay layer depend action control attacker trick victim execute potentially privileged undesired functionality target system victim authenticate basic problem dichotomy victim think click versus actually click
CAPEC-224,Fingerprinting,adversary compare output target system know indicator uniquely identify specific detail target commonly fingerprinting determine operating system application version fingerprinting passively actively fingerprinting usually detrimental target information gather fingerprinting enable adversary discover exist weakness target,[],adversary compare output target system know indicator uniquely identify specific detail target commonly fingerprinting determine operating system application version fingerprinting passively actively fingerprinting usually detrimental target information gather fingerprinting enable adversary discover exist weakness target
CAPEC-226,Session Credential Falsification through Manipulation,attacker manipulate exist credential order gain access target application session credential allow user identify service initial authentication need resend authentication information usually username password message attacker able manipulate credential sniff exist connection order gain access target server,[],attacker manipulate exist credential order gain access target application session credential allow user identify service initial authentication need resend authentication information usually username password message attacker able manipulate credential sniff exist connection order gain access target server
CAPEC-227,Sustained Client Engagement,adversary attempt deny legitimate user access resource continually engage specific resource attempt resource tie long possible adversary primary goal crash flood target alert defender repeatedly perform action abuse algorithmic flaw give resource tie available legitimate user carefully craft request resource engage seemingly benign request legitimate user limit completely deny access resource,[],adversary attempt deny legitimate user access resource continually engage specific resource attempt resource tie long possible adversary primary goal crash flood target alert defender repeatedly perform action abuse algorithmic flaw give resource tie available legitimate user carefully craft request resource engage seemingly benign request legitimate user limit completely deny access resource
CAPEC-228,DTD Injection,attacker inject malicious content application dtd attempt produce negative technical impact dtd describe xml document process certain malformed dtd example excessive entity expansion describe capec cause xml parser process dtd consume excessive resource result resource depletion,[],attacker inject malicious content application dtd attempt produce negative technical impact dtd describe xml document process certain malformed dtd example excessive entity expansion describe capec cause xml parser process dtd consume excessive resource result resource depletion
CAPEC-229,Serialized Data Parameter Blowup,attack exploit certain serialize datum parser xml yaml etc manage datum inefficient manner attacker craft serialize datum file multiple configuration parameter dataset vulnerable parser result denial service condition cpu resource exhaust parsing algorithm weakness exploit tie parser implementation language specific,[],attack exploit certain serialize datum parser xml yaml etc manage datum inefficient manner attacker craft serialize datum file multiple configuration parameter dataset vulnerable parser result denial service condition cpu resource exhaust parsing algorithm weakness exploit tie parser implementation language specific
CAPEC-23,File Content Injection,adversary poison file malicious payload target file system accessible target software pass standard channel email standard web content like pdf multimedia file adversary exploit know vulnerability handling routine target process order exploit host trust execute remote content include binary file,[],adversary poison file malicious payload target file system accessible target software pass standard channel email standard web content like pdf multimedia file adversary exploit know vulnerability handling routine target process order exploit host trust execute remote content include binary file
CAPEC-230,Serialized Data with Nested Payloads,application need transform datum data format xml yaml parser possible adversary inject datum adverse effect parser process data format language allow definition macro like structure simplify creation complex structure nest structure cause datum repeatedly substitute adversary cause parser consume resource process cause excessive memory consumption cpu utilization,[],application need transform datum data format xml yaml parser possible adversary inject datum adverse effect parser process data format language allow definition macro like structure simplify creation complex structure nest structure cause datum repeatedly substitute adversary cause parser consume resource process cause excessive memory consumption cpu utilization
CAPEC-231,Oversized Serialized Data Payloads,application need transform datum serialized data format xml yaml datum parser possible adversary inject datum adverse effect parser process supply oversized payload input vector process parser adversary cause parser consume resource process cause excessive memory consumption cpu utilization potentially cause execution arbitrary code adversary goal leverage parser failure advantage dos closely associate web service soap rest remote service requester post malicious datum payload service provider design exhaust service provider memory cpu disk space attack exploit loosely couple nature web service service provider little control service requester message service requester send,[],application need transform datum serialized data format xml yaml datum parser possible adversary inject datum adverse effect parser process supply oversized payload input vector process parser adversary cause parser consume resource process cause excessive memory consumption cpu utilization potentially cause execution arbitrary code adversary goal leverage parser failure advantage dos closely associate web service soap rest remote service requester post malicious datum payload service provider design exhaust service provider memory cpu disk space attack exploit loosely couple nature web service service provider little control service requester message service requester send
CAPEC-233,Privilege Escalation,adversary exploit weakness enable elevate privilege perform action suppose authorize perform,[],adversary exploit weakness enable elevate privilege perform action suppose authorize perform
CAPEC-234,Hijacking a privileged process,adversary gain control process assign elevated privilege order execute arbitrary code privilege process assign elevated privilege operate system usually association particular user group role attacker hijack process able assume level privilege order execute code,[],adversary gain control process assign elevated privilege order execute arbitrary code privilege process assign elevated privilege operate system usually association particular user group role attacker hijack process able assume level privilege order execute code
CAPEC-237,Escaping a Sandbox by Calling Code in Another Language,attacker submit malicious code language obtain access privilege intentionally expose sandbox escape sandbox instance java code perform unsafe operation modify arbitrary memory location restriction place byte code verifier jvm allow java code directly native c code perform unsafe operation system call modify arbitrary memory location behalf provide isolation java grant untrusted code unmediated access native c code instead sandboxed code typically allow subset pre exist native code standard library,[],attacker submit malicious code language obtain access privilege intentionally expose sandbox escape sandbox instance java code perform unsafe operation modify arbitrary memory location restriction place byte code verifier jvm allow java code directly native c code perform unsafe operation system call modify arbitrary memory location behalf provide isolation java grant untrusted code unmediated access native c code instead sandboxed code typically allow subset pre exist native code standard library
CAPEC-24,Filter Failure through Buffer Overflow,attack idea cause active filter fail cause oversized transaction attacker try feed overly long input string program attempt overwhelm filter cause buffer overflow hope filter fail securely user input let system unfiltered,[],attack idea cause active filter fail cause oversized transaction attacker try feed overly long input string program attempt overwhelm filter cause buffer overflow hope filter fail securely user input let system unfiltered
CAPEC-240,Resource Injection,adversary exploit weakness input validation manipulate resource identifier enable unintended modification specification resource,[],adversary exploit weakness input validation manipulate resource identifier enable unintended modification specification resource
CAPEC-242,Code Injection,adversary exploit weakness input validation target inject new code currently execute differ code inclusion code inclusion involve addition replacement reference code file subsequently load target code application,[],adversary exploit weakness input validation target inject new code currently execute differ code inclusion code inclusion involve addition replacement reference code file subsequently load target code application
CAPEC-243,XSS Targeting HTML Attributes,adversary insert command perform cross site scripting xss action html attribute filter adequately sanitize attribute presence potentially dangerous command adequately sanitize tag example dangerous expression insert style attribute anchor tag result execution malicious code result page render victim trick view render page attack proceed like normal xss attack possibly result loss sensitive cookie malicious activity,[],adversary insert command perform cross site scripting xss action html attribute filter adequately sanitize attribute presence potentially dangerous command adequately sanitize tag example dangerous expression insert style attribute anchor tag result execution malicious code result page render victim trick view render page attack proceed like normal xss attack possibly result loss sensitive cookie malicious activity
CAPEC-244,XSS Targeting URI Placeholders,attack type exploit ability browser interpret datum javascript uri scheme client executable content placeholder attack consist pass malicious uri anchor tag href attribute similar attribute html tag malicious uri contain example encode html content embed cross site scripting payload attack execute browser interpret malicious content example victim click malicious link,[],attack type exploit ability browser interpret datum javascript uri scheme client executable content placeholder attack consist pass malicious uri anchor tag href attribute similar attribute html tag malicious uri contain example encode html content embed cross site scripting payload attack execute browser interpret malicious content example victim click malicious link
CAPEC-245,XSS Using Doubled Characters,adversary bypass input validation double character order perform cross site scripting attack filter fail recognize dangerous sequence precede repeat character example double script command script uri encoding filter web application fail recognize presence script tag target server vulnerable type bypass adversary create craft url trap cause victim view page target server malicious content execute normal xss attack,[],adversary bypass input validation double character order perform cross site scripting attack filter fail recognize dangerous sequence precede repeat character example double script command script uri encoding filter web application fail recognize presence script tag target server vulnerable type bypass adversary create craft url trap cause victim view page target server malicious content execute normal xss attack
CAPEC-247,XSS Using Invalid Characters,adversary insert invalid character identifier bypass application filtering input filter scan invalid character later stage process content follow invalid character process allow adversary sneak prohibited command past filter perform normally prohibit operation invalid character include null carriage return line feed tab identifier successful bypassing filter result xss attack result disclosure web cookie possibly result,[],adversary insert invalid character identifier bypass application filtering input filter scan invalid character later stage process content follow invalid character process allow adversary sneak prohibited command past filter perform normally prohibit operation invalid character include null carriage return line feed tab identifier successful bypassing filter result xss attack result disclosure web cookie possibly result
CAPEC-248,Command Injection,adversary look execute command choosing inject new item exist command modify interpretation away intend command context standalone string interpret downstream component cause specific response type attack possible untrusted value build command string weakness input validation command construction enable attack lead successful exploitation,[],adversary look execute command choosing inject new item exist command modify interpretation away intend command context standalone string interpret downstream component cause specific response type attack possible untrusted value build command string weakness input validation command construction enable attack lead successful exploitation
CAPEC-25,Forced Deadlock,adversary trigger exploit deadlock condition target software cause denial service deadlock occur compete action wait finish deadlock condition difficult detect,[],adversary trigger exploit deadlock condition target software cause denial service deadlock occur compete action wait finish deadlock condition difficult detect
CAPEC-250,XML Injection,attacker utilize craft xml user controllable input probe attack inject datum xml database technique similar sql injection user controllable input allow unauthorized viewing datum bypass authentication end application direct xml database access possibly alter database information,[],attacker utilize craft xml user controllable input probe attack inject datum xml database technique similar sql injection user controllable input allow unauthorized viewing datum bypass authentication end application direct xml database access possibly alter database information
CAPEC-251,Local Code Inclusion,attacker force application load arbitrary code file local machine attacker use try load old version library file know vulnerability load file attacker place local machine prior attack change functionality target application unexpected way,[],attacker force application load arbitrary code file local machine attacker use try load old version library file know vulnerability load file attacker place local machine prior attack change functionality target application unexpected way
CAPEC-252,PHP Local File Inclusion,attacker load execute arbitrary local php file target machine attacker use try load old version php file know vulnerability load php file attacker place local machine prior attack change functionality target application unexpected way,[],attacker load execute arbitrary local php file target machine attacker use try load old version php file know vulnerability load php file attacker place local machine prior attack change functionality target application unexpected way
CAPEC-253,Remote Code Inclusion,attacker force application load arbitrary code file remote location attacker use try load old version library file know vulnerability load malicious file attacker place remote machine change functionality target application unexpected way,[],attacker force application load arbitrary code file remote location attacker use try load old version library file know vulnerability load malicious file attacker place remote machine change functionality target application unexpected way
CAPEC-256,SOAP Array Overflow,attacker send soap request array actual length exceed length indicate request server process transmission naively trust specify size attacker intentionally understate size array possibly result buffer overflow server attempt read entire data set memory allocate small array,[],attacker send soap request array actual length exceed length indicate request server process transmission naively trust specify size attacker intentionally understate size array possibly result buffer overflow server attempt read entire data set memory allocate small array
CAPEC-26,Leveraging Race Conditions,adversary target race condition occur multiple process access manipulate resource concurrently outcome execution depend particular order access take place adversary leverage race condition run race modify resource modify normal execution flow instance race condition occur access file adversary trick system replace original file version cause system read malicious file,['CVE-2007-1057'],adversary target race condition occur multiple process access manipulate resource concurrently outcome execution depend particular order access take place adversary leverage race condition run race modify resource modify normal execution flow instance race condition occur access file adversary trick system replace original file version cause system read malicious file
CAPEC-261,Fuzzing for garnering other adjacent user/sensitive data,adversary authorize send query target send variant expect query hope modify query return information directly indirectly error log expected set query provide,[],adversary authorize send query target send variant expect query hope modify query return information directly indirectly error log expected set query provide
CAPEC-263,Force Use of Corrupted Files,describe attack application force use file attacker corrupt result denial service cause application unable process corrupt file result include disabling filter access control application fail unsafe way fail lock buffer overflow possible,[],describe attack application force use file attacker corrupt result denial service cause application unable process corrupt file result include disabling filter access control application fail unsafe way fail lock buffer overflow possible
CAPEC-267,Leverage Alternate Encoding,adversary leverage possibility encode potentially harmful input content application application ineffective validate encoding standard,['CVE-2010-0488'],adversary leverage possibility encode potentially harmful input content application application ineffective validate encoding standard
CAPEC-268,Audit Log Manipulation,attacker inject manipulate delete forge malicious log entry log file attempt mislead audit log file cover track attack insufficient access control log file logging mechanism attacker able perform action,[],attacker inject manipulate delete forge malicious log entry log file attempt mislead audit log file cover track attack insufficient access control log file logging mechanism attacker able perform action
CAPEC-27,Leveraging Race Conditions via Symbolic Links,attack leverage use symbolic link symlink order write sensitive file attacker create symlink link target file accessible privileged program try create temporary file symlink link actually write target file point attacker symlink link attacker insert malicious content temporary file write sensitive file symlink race occur system check temporary file exist create file attacker typically create symlink interval check creation temporary file,"['CVE-2006-6939', 'CVE-2005-0894', 'CVE-2000-0972']",attack leverage use symbolic link symlink order write sensitive file attacker create symlink link target file accessible privileged program try create temporary file symlink link actually write target file point attacker symlink link attacker insert malicious content temporary file write sensitive file symlink race occur system check temporary file exist create file attacker typically create symlink interval check creation temporary file
CAPEC-270,Modification of Registry Run Keys,adversary add new entry run key windows registry application choosing execute user log way adversary executable operate run target system authorized user level permission attack good way adversary run persistent spyware user machine keylogger,[],adversary add new entry run key windows registry application choosing execute user log way adversary executable operate run target system authorized user level permission attack good way adversary run persistent spyware user machine keylogger
CAPEC-271,Schema Poisoning,adversary corrupt modify content schema purpose undermine security target schema provide structure content definition resource application replace modify schema adversary affect application handle interpret resource lead possible denial service enter unexpected state record incomplete datum,[],adversary corrupt modify content schema purpose undermine security target schema provide structure content definition resource application replace modify schema adversary affect application handle interpret resource lead possible denial service enter unexpected state record incomplete datum
CAPEC-272,Protocol Manipulation,adversary subvert communication protocol perform attack type attack allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol,[],adversary subvert communication protocol perform attack type attack allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol
CAPEC-273,HTTP Response Smuggling,adversary manipulate inject malicious content form secret unauthorized http response single http response vulnerable compromised end http agent server canprecede relationship possible consequence,"['CVE-2017-2666', 'CVE-2006-2786']",adversary manipulate inject malicious content form secret unauthorized http response single http response vulnerable compromised end http agent server canprecede relationship possible consequence
CAPEC-274,HTTP Verb Tampering,attacker modify http verb trace etc order bypass access restriction web environment allow administrator restrict access base http verb request attacker provide different http verb provide random string verb order bypass protection allow attacker access datum protect,[],attacker modify http verb trace etc order bypass access restriction web environment allow administrator restrict access base http verb request attacker provide different http verb provide random string verb order bypass protection allow attacker access datum protect
CAPEC-275,DNS Rebinding,adversary serve content ip address resolve dns server adversary control initial contact web browser similar client adversary change ip address resolve address target organization publicly accessible allow web browser examine internal address behalf adversary,[],adversary serve content ip address resolve dns server adversary control initial contact web browser similar client adversary change ip address resolve address target organization publicly accessible allow web browser examine internal address behalf adversary
CAPEC-276,Inter-component Protocol Manipulation,inter component protocol communicate different software hardware module single computer common example interrupt signal datum pipe subvert protocol allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol,[],inter component protocol communicate different software hardware module single computer common example interrupt signal datum pipe subvert protocol allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol
CAPEC-277,Data Interchange Protocol Manipulation,datum interchange protocols transmit structured datum entity protocol specific particular domain purchase order invoice transport logistic waybill medical record xml base subvert protocol allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol,[],datum interchange protocols transmit structured datum entity protocol specific particular domain purchase order invoice transport logistic waybill medical record xml base subvert protocol allow adversary impersonate discover sensitive information control outcome session perform attack type attack target invalid assumption inherent implementer protocol incorrect implementation protocol vulnerability protocol
CAPEC-278,Web Services Protocol Manipulation,adversary manipulate web service relate protocol cause web application service react differently intend perform manipulation parameter include unexpected value change call function normally restrict limited leverage pattern attack adversary able gain access datum resource normally restrict cause application service crash,[],adversary manipulate web service relate protocol cause web application service react differently intend perform manipulation parameter include unexpected value change call function normally restrict limited leverage pattern attack adversary able gain access datum resource normally restrict cause application service crash
CAPEC-279,SOAP Manipulation,simple object access protocol soap communication protocol client server invoke web service server xml base protocol suffer shortcoming xml base protocol adversary use shortcoming manipulate content soap paramter lead undesirable behavior server allow adversary carry number attack,[],simple object access protocol soap communication protocol client server invoke web service server xml base protocol suffer shortcoming xml base protocol adversary use shortcoming manipulate content soap paramter lead undesirable behavior server allow adversary carry number attack
CAPEC-28,Fuzzing,attack pattern adversary leverage fuzzing try identify weakness system fuzzing software security functionality testing method feed randomly construct input system look indication failure response input occur fuzzing treat system black box totally free preconception assumption system fuzzing help attacker discover certain assumption user input system fuzzing give attacker quick way potentially uncover assumption despite necessarily know internal system assumption turn system specially craft user input allow attacker achieve goal,[],attack pattern adversary leverage fuzzing try identify weakness system fuzzing software security functionality testing method feed randomly construct input system look indication failure response input occur fuzzing treat system black box totally free preconception assumption system fuzzing help attacker discover certain assumption user input system fuzzing give attacker quick way potentially uncover assumption despite necessarily know internal system assumption turn system specially craft user input allow attacker achieve goal
CAPEC-285,ICMP Echo Request Ping,adversary send icmp type echo request commonly know ping order determine target system responsive request block firewall acl target host respond icmp type echo reply datagram type exchange usually refer ping ping utility present operate system ping commonly implement allow user test alive host measure round trip time measure percentage packet loss,[],adversary send icmp type echo request commonly know ping order determine target system responsive request block firewall acl target host respond icmp type echo reply datagram type exchange usually refer ping ping utility present operate system ping commonly implement allow user test alive host measure round trip time measure percentage packet loss
CAPEC-287,TCP SYN Scan,adversary use syn scan determine status port remote target syn scanning common type port scanning advantage drawback result novice attacker tend overly rely syn scan perform system reconnaissance scanning method primary advantage syn scanning universality speed,[],adversary use syn scan determine status port remote target syn scanning common type port scanning advantage drawback result novice attacker tend overly rely syn scan perform system reconnaissance scanning method primary advantage syn scanning universality speed
CAPEC-29,Leveraging Time-of-Check and Time-of-Use (TOCTOU) Race Conditions,attack target race condition occur time check state resource time use resource typical example file access adversary leverage file access race condition run race mean modify resource time target program access file time target program use file period time adversary replace modify file cause application behave unexpectedly,['CVE-2007-1057'],attack target race condition occur time check state resource time use resource typical example file access adversary leverage file access race condition run race mean modify resource time target program access file time target program use file period time adversary replace modify file cause application behave unexpectedly
CAPEC-290,Enumerate Mail Exchange (MX) Records,adversary enumerate mx record give dns query type information gathering return name mail server network mail server expose internet locate dmz network protect firewall effect configuration enumerate mx record organization reveal ip address firewall possibly internal system attacker resort mx record enumeration dns zone transfer possible,[],adversary enumerate mx record give dns query type information gathering return name mail server network mail server expose internet locate dmz network protect firewall effect configuration enumerate mx record organization reveal ip address firewall possibly internal system attacker resort mx record enumeration dns zone transfer possible
CAPEC-291,DNS Zone Transfers,attacker exploit dns misconfiguration permit zone transfer external dns server return list ip address valid hostname certain condition possible obtain zone datum organization internal network successful attacker learn valuable information topology target organization include information particular server role structure possibly information operate system run network configuration dependent behavior require search multiple dns server attempt find zone transfer allow,[],attacker exploit dns misconfiguration permit zone transfer external dns server return list ip address valid hostname certain condition possible obtain zone datum organization internal network successful attacker learn valuable information topology target organization include information particular server role structure possibly information operate system run network configuration dependent behavior require search multiple dns server attempt find zone transfer allow
CAPEC-292,Host Discovery,adversary send probe ip address determine host alive host discovery early phase network reconnaissance adversary usually start range ip address belong target network use method determine host present ip address host discovery usually refer ping scanning sonar analogy goal send packet ip address solicit response host ping virtually craft packet whatsoever provide adversary identify functional host base response attack nature usually carry ping sweep particular kind ping send range ip address,[],adversary send probe ip address determine host alive host discovery early phase network reconnaissance adversary usually start range ip address belong target network use method determine host present ip address host discovery usually refer ping scanning sonar analogy goal send packet ip address solicit response host ping virtually craft packet whatsoever provide adversary identify functional host base response attack nature usually carry ping sweep particular kind ping send range ip address
CAPEC-293,Traceroute Route Enumeration,adversary use traceroute utility map route data flow network route target destination tracerouting allow adversary construct working topology system router list system data pass way target machine attack return varied result depend type traceroute perform traceroute work send packet target incremente time live field packet header packet traverse hop way destination ttl expire generate icmp diagnostic message identify packet expire traditional technique tracerouting involve use icmp udp firewall begin filter ingress icmp method traceroute tcp develop,[],adversary use traceroute utility map route data flow network route target destination tracerouting allow adversary construct working topology system router list system data pass way target machine attack return varied result depend type traceroute perform traceroute work send packet target incremente time live field packet header packet traverse hop way destination ttl expire generate icmp diagnostic message identify packet expire traditional technique tracerouting involve use icmp udp firewall begin filter ingress icmp method traceroute tcp develop
CAPEC-294,ICMP Address Mask Request,adversary send icmp type address mask request gather information target networking configuration icmp address mask requests define internet standard subnetting procedure address mask request icmp type message trigger remote system respond list related subnet default gateway broadcast address icmp type address mask reply datagram gather type information help adversary plan router base attack denial service attack broadcast address,[],adversary send icmp type address mask request gather information target networking configuration icmp address mask requests define internet standard subnetting procedure address mask request icmp type message trigger remote system respond list related subnet default gateway broadcast address icmp type address mask reply datagram gather type information help adversary plan router base attack denial service attack broadcast address
CAPEC-295,Timestamp Request,pattern attack leverage standard request learn exact time associate target system adversary able use timestamp return target attack time base security algorithm random number generator time base authentication mechanism,[],pattern attack leverage standard request learn exact time associate target system adversary able use timestamp return target attack time base security algorithm random number generator time base authentication mechanism
CAPEC-296,ICMP Information Request,adversary send icmp information request host determine respond deprecate mechanism icmp information requests deprecate message type information requests originally diskless machine automatically obtain network configuration message type supersede robust protocol implementation like dhcp,[],adversary send icmp information request host determine respond deprecate mechanism icmp information requests deprecate message type information requests originally diskless machine automatically obtain network configuration message type supersede robust protocol implementation like dhcp
CAPEC-297,TCP ACK Ping,adversary send tcp segment ack flag set remote host purpose determine host alive tcp ping type rfc expected behavior service respond rst reset packet unsolicited ack segment exist connection send ack segment port adversary identify host alive look rst packet typically remote server respond rst regardless port open closed way tcp ack ping discover state remote port behavior case firewall look ack packet state table discard segment correspond active connection tcp ack ping discover host alive rst response packet send host,[],adversary send tcp segment ack flag set remote host purpose determine host alive tcp ping type rfc expected behavior service respond rst reset packet unsolicited ack segment exist connection send ack segment port adversary identify host alive look rst packet typically remote server respond rst regardless port open closed way tcp ack ping discover state remote port behavior case firewall look ack packet state table discard segment correspond active connection tcp ack ping discover host alive rst response packet send host
